"a._id","a._parent","a.author","a.date","a.location","a.id_arbre","a.taxon","a.note"
395,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-170","Lecythis persistens Sagot subsp. persistens",null
397,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-171","Eschweilera sagotiana Miers",null
400,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-173","Lecythis persistens Sagot subsp. persistens",null
402,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-174","Paloue induta Sandwith subsp. glabra W.A.Rodrigues & H.C.Lima",null
403,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-181","Paloue induta Sandwith subsp. glabra W.A.Rodrigues & H.C.Lima",null
405,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-175","Licania laxiflora Fritsch",null
407,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-176","Eperua falcata Aubl.",null
409,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-177","Monopteryx inpae W.A.Rodrigues",null
411,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-178","Dicorynia guianensis Amshoff",null
413,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-18","Lecythis poiteaui O.Berg",null
416,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-182","Micropholis cayennensis T.D.Penn.",null
418,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-183","Manilkara huberi (Ducke) A.Chev.",null
420,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-184","Hebepetalum humiriifolium (Planch.) Benth.",null
422,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-185","Sagotia racemosa Baill.",null
424,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-186","Eugenia pseudopsidium Jacq.",null
426,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-187","Humiriastrum subcrenatum (Benth.) Cuatrec.",null
428,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-188","Guatteria ouregou (Aubl.) Dunal",null
430,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-189","Pouteria deliciosa T.D.Penn.",null
432,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-19","Vouacapoua americana Aubl.",null
434,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-190","Eschweilera sagotiana Miers",null
435,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-195","Bellucia arborescens (Aubl.) Baill.",null
437,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-191","Margaritaria nobilis L.f.",null
439,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-194","Xylopia nitida Dunal",null
441,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-196","Couepia guianensis Aubl.",null
443,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-197","Micropholis trunciflora Ducke",null
445,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-198","Indeterminae -",null
448,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-199","Matayba laevigata Radlk.",null
450,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-20","Eperua falcata Aubl.",null
452,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-201","Guatteria anteridifera Scharf & Maas",null
453,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-25","Micropholis guyanensis (A.DC.) Pierre subsp. guyanensis",null
455,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-202","Licania canescens Benoist",null
457,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-204","Sloanea L.",null
459,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-21","Dicorynia guianensis Amshoff",null
461,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-23","Aspidosperma carapanauba Pichon",null
463,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-24","Eschweilera sagotiana Miers",null
466,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-253","Paloue riparia Pulle",null
468,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-254","Pseudopiptadenia suaveolens (Miq.) J.W.Grimes",null
470,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-256","Lecythis persistens Sagot subsp. persistens",null
472,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-259","Vantanea guianensis Aubl.",null
474,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-26","Glycydendron amazonicum Ducke",null
476,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-260","Malouetia guianensis (Aubl.) Miers",null
478,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-27","Dendrobangia boliviana Rusby",null
481,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-28","Talisia furfuracea Sandwith",null
483,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-29","Dacryodes cuspidata (Cuatrec.) Daly",null
485,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-3","Duguetia pycnastera Sandwith",null
487,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-30","Licania canescens Benoist",null
489,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-31","Chrysophyllum sp. 7 AMAP-IRD",null
491,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-32","Eperua rubiginosa Miq.",null
493,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-33","Eperua falcata Aubl.",null
495,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-34","Dicorynia guianensis Amshoff",null
497,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-35","Inga Mill.",null
499,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-36","Micropholis guyanensis (A.DC.) Pierre subsp. guyanensis",null
502,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-37","Sagotia racemosa Baill.",null
504,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-38","Lecythis persistens Sagot subsp. persistens",null
506,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-39","Micropholis cayennensis T.D.Penn.",null
508,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-4","Indeterminae -",null
510,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-40","Eperua falcata Aubl.",null
512,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-41","Vataireopsis surinamensis H.C.Lima",null
515,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-42","Vouacapoua americana Aubl.",null
517,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-43","Monopteryx inpae W.A.Rodrigues",null
519,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-45","Eperua falcata Aubl.",null
521,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-46","Dodecastigma integrifolium (Lanj.) Lanj. & Sandwith",null
523,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-47","Dodecastigma integrifolium (Lanj.) Lanj. & Sandwith",null
525,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-5","Eperua falcata Aubl.",null
527,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-8","Licania Aubl.",null
529,null,"C. Geniez","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-9","Pouteria virescens Baehni",null
532,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-102","Inga grandiflora Ducke",null
534,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-103","Protium opacum Swart subsp. rabelianum Daly",null
536,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-177","Monopteryx inpae W.A.Rodrigues",null
538,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-196","Couepia guianensis Aubl.",null
540,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-205","Dicorynia guianensis Amshoff",null
542,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-206","Crudia aromatica (Aubl.) Willd.",null
544,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-212","Eperua falcata Aubl.",null
546,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-214","Humiriastrum subcrenatum (Benth.) Cuatrec.",null
548,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-216","Sagotia racemosa Baill.",null
550,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-217","Batesia floribunda Spruce ex Benth.",null
552,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-218","Schistostemon sylvaticum Sabatier",null
554,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-220","Eperua rubiginosa Miq.",null
556,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-222","Goupia glabra Aubl.",null
557,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-223","Poecilanthe hostmannii (Benth.) Amshoff",null
560,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-226","Dendrobangia boliviana Rusby",null
563,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-227","Eschweilera laevicarpa S.A.Mori",null
565,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-228","Licania densiflora Kleinhoonte",null
567,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-229","Licania laxiflora Fritsch",null
570,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-231","Pouteria engleri Eyma",null
572,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-232","Zygia sabatieri Barneby & J.W.Grimes",null
574,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-234","Myrcia decorticans DC.",null
575,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-235","Eschweilera sagotiana Miers",null
577,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-236","Chrysophyllum sanguinolentum (Pierre) Baehni",null
579,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-239","Pouteria singularis T.D.Penn.",null
581,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-240","Ferdinandusa sp. 1 AMAP-IRD",null
583,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-243","Amaioua guianensis Aubl.",null
586,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-245","Guatteria anteridifera Scharf & Maas",null
588,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-259","Vantanea guianensis Aubl.",null
590,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-48","Paloue riparia Pulle",null
592,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-50","Micrandra rossiana R.E.Schult.",null
595,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-52","Dendrobangia boliviana Rusby",null
597,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-53","Ferdinandusa sp. 1 AMAP-IRD",null
599,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-56","Pouteria decorticans T.D.Penn.",null
600,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-59","Sterculia frondosa A.Rich.",null
602,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-65","Dulacia guianensis (Engl.) Kuntze",null
604,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-67","Amaioua guianensis Aubl.",null
606,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-68","Vantanea sp. 1 AMAP-IRD",null
608,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-69","Licania sprucei (Hook.f.) Fritsch",null
610,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-70","Lecythis confertiflora (A.C.Sm.) S.A.Mori",null
612,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-79","Matayba stenodictya Radlk.",null
614,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-80","Eperua falcata Aubl.",null
616,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-81","Micrandra rossiana R.E.Schult.",null
619,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-82","Mouriri crassifolia Sagot",null
621,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-83","Sloanea brevipes Benth.",null
623,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-86","Eperua falcata Aubl.",null
625,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-87","Eschweilera collina Eyma",null
627,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-88","Lecythis persistens Sagot subsp. persistens",null
629,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-89","Monopteryx inpae W.A.Rodrigues",null
631,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-91","Lecythis holcogyne (Sandwith) S.A.Mori",null
633,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-92","Eperua falcata Aubl.",null
635,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-93","Chimarrhis turbinata DC.",null
637,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-94","Paloue riparia Pulle",null
639,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-95","Simarouba amara Aubl.",null
641,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-96","Micropholis guyanensis (A.DC.) Pierre subsp. guyanensis",null
643,null,"J.-L. Smock","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-99","Sandwithia guyanensis Lanj.",null
645,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-109","Humiriastrum subcrenatum (Benth.) Cuatrec.",null
648,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-110","Micrandra rossiana R.E.Schult.",null
650,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-111","Micrandra rossiana R.E.Schult.",null
652,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-112","Dodecastigma integrifolium (Lanj.) Lanj. & Sandwith",null
654,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-113","Licania membranacea Sagot ex Laness.",null
656,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-114","Zygia sabatieri Barneby & J.W.Grimes",null
658,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-115","Iryanthera sagotiana (Benth.) Warb.",null
661,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-116","Eperua rubiginosa Miq.",null
662,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-123","Licania alba (Bernoulli) Cuatrec.",null
664,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-117","Eperua falcata Aubl.",null
666,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-119","Lecythis persistens Sagot subsp. persistens",null
668,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-120","Eperua falcata Aubl.",null
670,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-121","Sagotia racemosa Baill.",null
672,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-122","Sagotia racemosa Baill.",null
678,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-124","Sagotia racemosa Baill.",null
680,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-125","Chrysophyllum eximium Ducke",null
682,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-126","Eperua falcata Aubl.",null
683,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-132","Licania alba (Bernoulli) Cuatrec.",null
685,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-133","Eschweilera sp. 2 AMAP-IRD",null
688,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-134","Dicorynia guianensis Amshoff",null
691,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-135","Chrysophyllum eximium Ducke",null
693,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-136","Eschweilera parviflora (Aubl.) Miers",null
695,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-137","Lecythis persistens Sagot subsp. persistens",null
697,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-138","Lecythis persistens Sagot subsp. persistens",null
699,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-139","Dendrobangia boliviana Rusby",null
701,null,"R. Tournebize","2013-04-15","Regina Savanne-Roche de Virginie - Parcelle SRV1","SRV1-140","Oxandra asbeckii (Pulle) R.E.Fr.",null
